scan_count,scan_frequency,min_interval,interval_std,unique_locations,max_spread,impossible_travel,path_length,path_deviation,manufacturer_valid,unique_scanners,post_sale_anomaly,label
0.0,0.0,130686.15159593287,39712.96190921887,0.8453218629414112,0.0,0,5.177927921478726,0,1,2.701498566794299,0,0
2.761550521284377,0.0,87639.48488448233,13016.391380091898,2.31815793235512,0.0,0,3.9510930662821053,0,1,1.7604672421580394,0,0
1.813005884855508,2.081473386210371,0.0,28643.333067851407,2.2882326009560097,0.0,0,4.013805598119588,0,1,3.6304172898020854,0,0
1.7842708729366954,2.126047716339842,131521.45432877145,50017.49918856415,0.18674279196844545,436.52471715330125,0,3.1481738871580904,0,1,0.01092892942915158,0,0
0.0,2.520940765838148,0.0,33347.497653560786,1.0322674194976502,0.0,0,5.081637414139088,0,1,3.0700549734271316,0,0
0.47514744056849256,0.0,51298.07702105222,30498.257541716248,2.802051173585145,0.0,0,3.978979690927426,0,1,1.864078405568115,0,0
3.037648422510599,0.0,0.0,8938.88507418265,1.658693751043903,0.0,0,4.084210694969547,0,1,0.0,0,0
2.413211373103867,0.0,82618.32349957585,26466.493672951594,1.3977308837978804,0.0,0,3.121447806930998,0,1,3.724824572668572,0,0
2.2168717342381177,0.0,45628.45967010019,22531.298315970547,0.7498287405047016,0.0,0,5.004551369829369,0,1,1.2600823687064695,0,0
2.364681634303687,0.0,49288.72151288711,25926.69673794081,0.6415590203977746,14.607670992235516,0,4.9276367056455435,0,1,1.846952695108217,0,0
3.6077878990968135,0.3209764884611833,70834.49129780437,16590.432494426233,3.01553469158944,447.17114900150915,0,4.036189719564449,0,1,0.8566495040679714,0,0
3.7250586298958246,1.0982551505693536,141807.34085589656,7792.517834077678,2.574412156568708,1.9562167175983944,0,4.9146593860356,0,1,1.7599388574460069,0,0
3.3624399874721718,0.0,89566.69018531516,17552.586337922072,2.396120965738368,515.2449009097292,0,3.1103604820671067,0,1,1.0761886008255914,0,0
1.9496411553762258,2.952380655240609,175806.6643868973,37692.80554214668,1.3079863405026166,0.0,0,3.90728362706793,0,1,3.4998881432082274,0,0
4.023970737479755,0.2669935840983966,108174.21425926802,23683.28997052768,2.5187705195109604,384.17460162845003,0,3.924818770292688,0,1,0.6957210470123087,0,0
3.9894776712189053,2.0735633614839983,93049.65942382558,16650.296891014365,2.1995495594074987,303.812675385903,0,3.1047735852941436,0,1,1.2052118103812597,0,0
3.1917980743738203,0.66927812342889,113510.85529225499,7739.704561137867,1.4809151873817448,335.49826367302984,0,5.001608467157302,0,1,1.2555330753259895,0,0
0.0,3.2691396136773556,10967.93242086122,10016.236566151802,0.8035448410222679,668.201985225656,0,4.045886261910818,0,1,2.303454139703445,0,0
0.0,0.0,28754.686838762613,25119.549059920562,1.9479155250027658,0.0,0,4.071370114967633,0,1,1.3180641648339702,0,0
2.653859845207781,0.0,115401.65602827558,21416.668968870905,1.5723446074571479,0.0,0,3.926831895842265,0,1,1.0689632040942465,0,0
1.2422966953441783,0.0,30413.540747142662,16949.444916893168,2.228341870634261,57.754423038499866,0,3.9491339458754373,0,1,1.4179452317645782,0,0
1.5488629935306153,0.3237736629786288,62645.761997105954,16479.23050102561,2.6276508354306074,0.0,0,3.1540310115528682,0,1,0.7437971619920425,0,0
3.88603233624202,0.3278734919678461,62296.156351275335,19342.698311774002,0.6648969490087142,0.0,0,3.068670352930248,0,1,0.49409342230165687,0,0
1.0660676139026126,0.6909870885106251,0.0,26653.337720904696,0.9219495372751256,0.0,0,2.962418549238667,0,1,2.9541118005688736,0,0
3.9342451149059605,0.2434682349550752,81848.19609252155,39622.0420676558,1.9189707109898597,0.0,0,5.029389409337431,0,1,0.823062877668296,0,0
3.1650148917153644,0.8545693093069501,17841.294197961077,25467.711264559035,2.604076232213505,0.0,0,3.9805884213743328,0,1,3.012016359977147,0,0
2.6488632350780024,0.0,112275.09388804986,16680.126227582958,1.1336403253983969,0.0,0,3.0911370805519063,0,1,0.0,0,0
2.53047348904898,0.7184006018553345,91964.04476042103,37517.73119399869,1.7494734640524279,228.9796683547227,0,3.0180677449276048,0,1,2.3386736679251663,0,0
2.339818117322566,4.230716311409703,30020.530839156105,14423.689734570391,1.5229434907547996,165.6722793343874,0,4.988862188936653,0,1,2.1676823446837084,0,0
0.8962825970283792,0.09955463457170671,112148.03394777478,32792.042848218,0.9921301395966656,217.19732890663437,0,2.8860230326377043,0,1,1.8739515412212666,0,0
0.0,0.0,140460.01143434327,25650.636841188083,2.418980306951346,0.0,0,3.0679418840878703,0,1,0.964837908685394,0,0
0.534180094182735,0.0,7000.227188607652,19609.11898379627,2.5115874728437064,385.74810577914576,0,3.964259053513063,0,1,0.3429636919275366,0,0
2.100905654104663,0.0,116869.07932042493,11341.417501958222,0.7259685025196809,555.4830441219365,0,4.102836923954674,0,1,2.181987163741405,0,0
3.9055271201754707,0.0,134826.81328609583,8809.762051204469,0.9756425277226274,97.61962606324649,0,3.8158146703146483,0,1,1.1613775493998046,0,0
1.2598717388005853,0.25350347477200247,59978.7461399162,20511.11946549711,0.4031018759291154,0.0,0,2.9462348621606975,0,1,1.553201506493974,0,0
0.6782495699424564,1.3180817642178133,116961.66627897858,20746.796575613436,0.5954755644591898,20.414389536928773,0,4.065008243755001,0,1,1.8837877309497466,0,0
4.285518197396394,0.0,48426.03888051372,15346.7265102825,1.7725816549760247,0.0,0,3.9991631560658845,0,1,0.7219546879198464,0,0
0.0,0.0,83693.76657985314,39979.009195694634,1.7755393068544407,0.0,0,2.9351320194370794,0,1,2.19956984649082,0,0
4.025300107179132,3.8160678815837867,146583.73892975715,31671.716297312505,0.6945387487971924,198.5253403526141,0,5.120045435834876,0,1,1.9524351486660667,0,0
0.7104579998616193,0.0,134319.87536360853,40799.56476371392,0.21401511540776985,113.66754121143116,0,4.100556249013573,0,1,1.9638921560726068,0,0
0.0,2.137724444331845,157502.06419480508,24792.253752411012,2.4099011150568557,168.17835153739406,0,2.9198076634697063,0,1,0.8515290535965769,0,0
4.717695123112998,1.1755385659462103,159149.30961567277,11167.560637333863,2.501861987365227,0.0,0,2.9842417299895145,0,1,0.7753517392339494,0,0
1.025430586454347,0.0,101362.96579044065,7989.792390208589,0.9532818190897216,217.01763029788253,0,2.8989384961756617,0,1,1.1828536009982273,0,0
0.9247715612126536,0.0,102881.18470251448,57748.590515999465,0.409625703877053,0.0,0,4.974106396131346,0,1,1.486319461807629,0,0
3.433687569948403,0.0,89864.34422605389,28238.881982835417,1.579626986568162,0.0,0,2.9785314616580063,0,1,0.9244875061204626,0,0
2.8928370836715978,0.0,124596.48045807821,25813.287631192583,0.9787602822742404,0.0,0,2.9532783823721886,0,1,0.0,0,0
1.6060721335185133,0.9437136772431739,117318.03546491668,16764.32519450227,1.6187875930417304,460.69494585367727,0,4.074199537846165,0,1,2.1642278123078187,0,0
1.041070039926027,0.0,50898.38613550406,33659.87947673258,0.03507687678322213,0.0,0,3.076653657536722,0,1,1.1821645163700936,0,0
3.4760447894678457,2.002395258564067,171834.61158697537,0.0,0.5963181890075584,0.0,0,4.121799151095547,0,1,0.21992135007483893,0,0
2.1031987157837575,0.0,112105.27624681889,38893.71368828344,1.1076692029154813,0.0,0,5.040334767428661,0,1,1.4422892618708631,0,0
2.9150670153168514,0.0,0.0,21716.85839778856,1.5496742600989046,300.1567868672549,0,2.8288407767018175,0,1,0.7638789166524589,0,0
5.032231615543432,0.35051315576691877,138651.92488639703,22402.527711421597,1.0399660769384984,61.79523768923758,0,5.0005492797122715,0,1,3.0144316769930817,0,0
3.470909958687142,3.725283562226878,65041.19558890118,6743.663421573176,0.4637625319660269,0.0,0,3.0809079979356038,0,1,1.8569541875871682,0,0
2.7752861363791,0.0,100735.5044028102,21274.716356860357,0.30934464436812603,44.62240742556523,0,5.01337572923898,0,1,2.943375215389839,0,0
1.7714532866847876,0.29895628680005204,103440.40523864928,33832.05275950538,1.95227444459675,0.0,0,3.0886545908250613,0,1,1.4507376874468871,0,0
3.362655111861006,0.2912673211892731,108884.87805311999,25099.161007884657,1.1944136151227136,277.49663489042536,0,4.116299573747211,0,1,1.1892016709186217,0,0
0.5074293614137568,2.940146810732542,95070.61281459464,22495.571074653475,2.3608690654645996,640.0745862571629,0,2.8500938221930396,0,1,0.6331784930834774,0,0
1.984206509655053,0.0,121935.51171280464,30279.651680254137,2.0394718715580993,0.0,0,3.0704375084180695,0,1,2.169309472364684,0,0
1.5341039350877104,1.4943015854670503,96131.75147534473,30977.994642231173,2.0214054826362213,428.9250089041053,0,5.041438830699577,0,1,2.6142302317194597,0,0
0.2917237629011247,0.0,36198.63417810148,37090.70264326605,0.0,368.5211072944263,0,4.1729895712286185,0,1,1.3110614668588711,0,0
6.48064954264953,0.3956257371502869,85051.51832234644,13710.639405092903,2.738044025528791,0.0,0,3.937065233845004,0,1,2.364872728239123,0,0
0.2176614305243646,1.1414181468343632,72283.54050720311,27241.19262911898,1.5926650977164112,257.65097247991304,0,3.122848660095676,0,1,1.5527439874117808,0,0
1.9153023356663843,1.6045306515309132,97581.94118361767,26028.868240856496,1.6987674789672884,72.08457293691848,0,3.9911909050327896,0,1,1.792622449691205,0,0
3.7983198016207056,0.0,112079.11041178135,36846.47435380926,0.39524915683364137,0.7216699269868876,0,5.021481622051285,0,1,2.008594387273404,0,0
4.718919519011569,0.0,162827.074100916,17546.648945759858,0.5684498406711572,0.0,0,5.002890060229871,0,1,1.3502753155053238,0,0
2.4860876089471584,0.0,101464.03475854573,25700.64534779422,0.0,230.40721339062426,0,3.1805051278023027,0,1,1.1736466354515505,0,0
2.590795155243022,0.0,119222.81516178268,29694.104224372564,0.652232219802173,0.0,0,3.9062139045923683,0,1,1.0685742508404745,0,0
0.0,0.0,127909.84863349429,31200.013436684363,2.5875923071763554,296.2037163127203,0,4.028522743209381,0,1,2.8214191434970655,0,0
3.376573689195683,0.0,78900.14511796071,31880.24463363525,2.421258056049976,0.0,0,4.121722457949328,0,1,1.2774139676427014,0,0
5.050222542180075,0.0,65237.23365971844,36451.320463423835,1.6201879130957644,646.9199982348233,0,5.21234628298786,0,1,1.9774629393390177,0,0
0.0,2.606100701655685,158720.47886509684,36269.42669663314,1.2926936567795062,0.0,0,2.8974309823722812,0,1,1.6352600229321257,0,0
1.8905943459587118,0.0,43583.57513477411,23788.350249574898,0.6274726981865887,823.3236607969827,0,3.1057723499751475,0,1,1.0293067396136895,0,0
0.0,1.4030865556620176,84838.34205827132,22018.73070644101,0.5972068283166585,0.0,0,4.972496019015532,0,1,0.0,0,0
0.0,0.0,8103.127287960104,45024.09422828821,1.3057347887938109,231.97932301595205,0,4.096707722032009,0,1,2.07830034638433,0,0
